Age,BusinessTravel,DailyRate,EducationField,EmployeeCount,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,JobRole
33,Non-Travel,750,Marketing,1,Married,6146,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7,No,,,2.0,160.0,3.0,Male,,3.0,2.0,,Sales Executive
56,Travel_Rarely,441,Life Sciences,1,Married,4963,4510,9,Y,Yes,18,3,1,80,3,7,2,3,5,4,4,3,Yes,Research & Development,14.0,4.0,161.0,2.0,Female,72.0,3.0,,2.0,Research Scientist
51,Travel_Rarely,684,Life Sciences,1,Single,19537,6462,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15,No,Research & Development,6.0,3.0,162.0,,Male,,3.0,5.0,,Research Director
31,Travel_Rarely,249,Life Sciences,1,Married,6172,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7,Yes,Sales,6.0,4.0,163.0,2.0,Male,76.0,1.0,2.0,,Sales Executive
26,Travel_Rarely,841,Other,1,Married,2368,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3,No,Research & Development,6.0,,,3.0,,46.0,2.0,1.0,2.0,Research Scientist
58,Travel_Rarely,147,Medical,1,Married,10312,3465,1,Y,No,12,3,4,80,1,40,3,2,40,10,15,6,Yes,Research & Development,2.0,4.0,,4.0,Fem,94.0,3.0,3.0,4.0,Healthcare Representative
19,Travel_Rarely,528,Marketing,1,Single,1675,26820,1,Y,Yes,19,3,4,80,0,0,2,2,0,0,0,0,Yes,Sa,22.0,1.0,167.0,4.0,Male,50.0,3.0,1.0,3.0,Sales Representative
22,Travel_Rarely,594,Technical Degree,1,Married,2523,19299,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1,No,,2.0,1.0,169.0,3.0,Male,100.0,3.0,1.0,4.0,Laboratory Technician
49,Travel_Rarely,470,Medical,1,Married,6567,5549,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11,No,resEarch & DeVElopMENT,20.0,4.0,170.0,3.0,feMaLE,96.0,,2.0,1.0,Manufacturing Director
43,Travel_Frequently,957,Medical,1,Single,4739,16090,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2,No,Research & Development,28.0,3.0,171.0,2.0,,72.0,4.0,1.0,3.0,Research Scientist
50,Travel_Frequently,809,Marketing,1,Single,9208,6645,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1,No,Sales,12.0,3.0,174.0,3.0,Female,77.0,3.0,3.0,4.0,Sales Executive
31,Travel_Rarely,542,Life Sciences,1,Married,4559,24788,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2,Yes,SAleS,20.0,3.0,,2.0,Fem,71.0,1.0,2.0,3.0,Sales Executive
41,Travel_Rarely,802,Life Sciences,1,Divorced,8189,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7,No,Sales,9.0,1.0,176.0,3.0,Male,96.0,3.0,3.0,3.0,Sales Executive
26,Travel_Rarely,1355,Life Sciences,1,Married,2942,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7,No,Human Resources,25.0,1.0,177.0,3.0,Female,61.0,3.0,1.0,3.0,Human Resources
36,Travel_Rarely,216,Medical,1,Divorced,4941,2819,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1,No,ReSEArch & deVeloPmENT,6.0,2.0,178.0,2.0,Male,84.0,3.0,2.0,2.0,Manufacturing Director
51,Travel_Frequently,1150,Life Sciences,1,Single,10650,25150,2,Y,No,15,3,4,80,0,18,2,3,4,2,0,3,Yes,Research & Development,8.0,4.0,179.0,1.0,Male,53.0,1.0,3.0,4.0,Manufacturing Director
39,Travel_Rarely,1329,Life Sciences,1,Married,5902,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9,No,Sales,4.0,4.0,182.0,4.0,Female,47.0,2.0,2.0,3.0,Sales Executive
25,Travel_Rarely,959,Life Sciences,1,Married,8639,24835,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2,No,Sales,2.0,3.0,183.0,1.0,Ma,4.0,,2.0,3.0,Sales Executive
30,Travel_Rarely,1240,Human Resources,1,Married,6347,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7,No,Human Resources,9.0,3.0,184.0,3.0,Male,48.0,3.0,2.0,4.0,Human Resources
32,Travel_Rarely,1033,Medical,1,Single,4200,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4,Yes,Research & Development,9.0,3.0,190.0,1.0,,41.0,3.0,1.0,1.0,Laboratory Technician
45,Travel_Rarely,1316,Medical,1,Single,3452,9752,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,3,No,Research & Development,29.0,,192.0,3.0,Ma,83.0,3.0,1.0,4.0,Research Scientist
38,Travel_Rarely,364,Technical Degree,1,Single,4317,2302,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,2,No,Research & Development,3.0,5.0,1.0,4.0,Female,32.0,3.0,2.0,3.0,Research Scientist
30,Travel_Rarely,438,Life Sciences,1,Single,2632,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4,No,Research & Development,18.0,3.0,1.0,1.0,Female,75.0,3.0,1.0,3.0,Research Scientist
32,Travel_Frequently,689,Medical,1,Divorced,4668,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7,No,Sales,,2.0,,4.0,Male,35.0,1.0,2.0,4.0,Sales Executive
30,Travel_Rarely,201,Technical Degree,1,Divorced,3204,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2,No,Research & ,5.0,3.0,197.0,,Female,84.0,3.0,,1.0,Research Scientist
30,Travel_Rarely,1427,Medical,1,Single,2720,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2,No,Research & Development,2.0,1.0,198.0,2.0,Male,35.0,2.0,1.0,,Laboratory Technician
41,Travel_Frequently,857,Life Sciences,1,Divorced,17181,12888,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7,No,Research & Development,10.0,3.0,199.0,4.0,Ma,91.0,2.0,4.0,1.0,Manager
41,Travel_Rarely,933,Life Sciences,1,Married,2238,6961,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4,No,Research & Development,9.0,4.0,200.0,3.0,Male,94.0,3.0,1.0,1.0,Laboratory Technician
19,Travel_Rarely,1181,Medical,1,Single,1483,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,No,Research & Development,3.0,1.0,201.0,2.0,Female,79.0,3.0,1.0,2.0,Laboratory Technician
40,Travel_Frequently,1395,Medical,1,Divorced,5605,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13,No,Research & Development,,3.0,202.0,,Female,54.0,3.0,2.0,2.0,Research Scientist
35,Travel_Rarely,662,Marketing,1,Married,7295,11439,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6,No,Sales,1.0,5.0,204.0,3.0,Male,94.0,3.0,3.0,2.0,Sales Executive
53,Travel_Rarely,1436,Marketing,1,Married,2306,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5,No,SaLES,6.0,2.0,205.0,2.0,Male,34.0,3.0,2.0,3.0,Sales Representative
45,Travel_Rarely,194,Life Sciences,1,Divorced,2348,10901,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15,No,Research & Development,9.0,,206.0,2.0,Male,60.0,3.0,2.0,2.0,Laboratory Technician
32,Travel_Frequently,967,Marketing,1,Single,8998,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7,No,Sales,8.0,3.0,207.0,2.0,,43.0,3.0,3.0,4.0,Sales Executive
29,Non-Travel,1496,Technical Degree,1,Married,4319,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9,No,Research & Development,1.0,1.0,208.0,4.0,Male,41.0,3.0,2.0,,Manufacturing Director
51,Travel_Rarely,1169,Medical,1,Married,6132,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0,No,Research & Development,7.0,4.0,211.0,2.0,Male,34.0,2.0,2.0,3.0,Manufacturing Director
58,Travel_Rarely,1145,Medical,1,Married,3346,11873,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0,No,,9.0,3.0,214.0,2.0,Fem,75.0,2.0,1.0,2.0,Research Scientist
40,Travel_Rarely,630,Marketing,1,Married,10855,8552,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11,No,Sales,4.0,4.0,215.0,3.0,Male,67.0,2.0,3.0,4.0,Sales Executive
34,Travel_Frequently,303,Marketing,1,Married,2231,11314,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2,No,Sa,,4.0,216.0,,Female,75.0,3.0,1.0,3.0,Sales Representative
22,Travel_Rarely,1256,Medical,1,Married,2323,11992,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2,No,Research & Development,1.0,1.0,217.0,3.0,Male,80.0,3.0,1.0,4.0,Research Scientist
27,Non-Travel,691,Medical,1,Divorced,2024,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2,No,,,3.0,218.0,4.0,mALE,57.0,3.0,1.0,2.0,Research Scientist
28,Travel_Rarely,440,Medical,1,Married,2713,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2,No,Research & Development,21.0,3.0,,3.0,Male,,3.0,1.0,4.0,Research Scientist
57,Travel_Rarely,334,Life Sciences,1,Divorced,9439,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4,No,Research & Development,24.0,2.0,223.0,3.0,Male,83.0,4.0,3.0,4.0,Healthcare Representative
27,Non-Travel,1450,Medical,1,Divorced,2566,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1,No,Research & Development,3.0,3.0,224.0,3.0,Male,79.0,2.0,1.0,3.0,Research Scientist
50,Travel_Rarely,1452,Life Sciences,1,Single,19926,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4,No,Research & Development,11.0,3.0,226.0,3.0,Female,53.0,3.0,5.0,2.0,Manager
41,Travel_Rarely,465,Life Sciences,1,Divorced,2451,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8,No,Research & Development,14.0,3.0,227.0,1.0,Male,56.0,3.0,,3.0,Research Scientist
30,Travel_Rarely,1339,Life Sciences,1,Married,9419,8053,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4,No,Sa,,3.0,228.0,2.0,Female,41.0,3.0,3.0,4.0,Sales Executive
38,Travel_Rarely,702,Life Sciences,1,Single,8686,12930,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7,No,Sa,1.0,4.0,230.0,,Female,59.0,2.0,2.0,4.0,Sales Executive
32,Travel_Rarely,120,Life Sciences,1,Single,3038,12430,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4,No,Research & Development,6.0,5.0,231.0,3.0,Male,43.0,3.0,1.0,3.0,Research Scientist
27,Travel_Rarely,1157,Technical Degree,1,Married,3058,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1,No,Research & Development,17.0,3.0,233.0,3.0,Male,51.0,3.0,1.0,2.0,Research Scientist
19,Travel_Frequently,602,Technical Degree,1,Single,2325,20989,0,Y,No,21,4,1,80,0,1,5,4,0,0,0,0,Yes,Sales,1.0,1.0,235.0,3.0,Female,100.0,1.0,1.0,1.0,Sales Representative
36,Travel_Frequently,1480,Medical,1,Single,2088,15062,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2,No,Research & Development,3.0,2.0,,4.0,Male,3.0,3.0,1.0,2.0,Laboratory Technician
30,Non-Travel,111,Medical,1,Divorced,3072,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10,No,Research & Development,9.0,3.0,239.0,3.0,Male,66.0,3.0,2.0,1.0,Laboratory Technician
45,Travel_Rarely,1268,Life Sciences,1,Divorced,5006,6319,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3,No,Sales,4.0,2.0,240.0,3.0,Female,30.0,3.0,2.0,1.0,Sales Executive
56,Travel_Rarely,713,Life Sciences,1,Divorced,4257,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2,No,Research & ,8.0,3.0,241.0,3.0,Female,67.0,3.0,1.0,1.0,Research Scientist
33,Travel_Rarely,134,Life Sciences,1,Single,2500,10515,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2,No,rESEArch & dEvElOPMENT,2.0,3.0,242.0,3.0,Male,90.0,3.0,1.0,4.0,Research Scientist
19,Travel_Rarely,303,Life Sciences,1,Single,1102,9241,1,Y,No,22,4,3,80,0,1,3,2,1,0,1,0,Yes,Research & Development,2.0,3.0,243.0,2.0,mAle,47.0,2.0,1.0,4.0,Laboratory Technician
46,Travel_Rarely,526,Marketing,1,Divorced,10453,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7,No,Sales,1.0,2.0,244.0,2.0,fEMaLe,92.0,3.0,3.0,,Sales Executive
38,Travel_Rarely,1380,Life Sciences,1,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1,No,Research & Development,9.0,2.0,245.0,3.0,Fem,75.0,3.0,1.0,4.0,Laboratory Technician
31,Travel_Rarely,140,Medical,1,Married,3929,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,No,Research & Development,12.0,1.0,246.0,3.0,Female,95.0,3.0,,4.0,Research Scientist
34,Travel_Rarely,629,Medical,1,Single,2311,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,No,Research & Development,27.0,2.0,247.0,4.0,Female,95.0,,,2.0,Research Scientist
41,Travel_Rarely,1356,Marketing,1,Single,3140,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,Yes,Sales,20.0,2.0,248.0,2.0,Female,70.0,3.0,1.0,2.0,Sales Representative
50,Travel_Rarely,328,Medical,1,Married,3690,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,No,Research & Development,,3.0,249.0,3.0,Male,8.0,2.0,1.0,3.0,Laboratory Technician
53,Travel_Rarely,1084,Medical,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,No,Research & Development,13.0,2.0,250.0,4.0,Female,57.0,4.0,2.0,1.0,Manufacturing Director
33,Travel_Rarely,931,Medical,1,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,No,Research & Development,1.0,3.0,252.0,4.0,Female,72.0,3.0,1.0,2.0,Research Scientist
40,Travel_Rarely,989,Medical,1,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,No,Research & Development,,1.0,253.0,4.0,Female,46.0,3.0,5.0,,Manager
55,Travel_Rarely,692,Medical,1,Single,18722,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,No,Research & Development,14.0,4.0,254.0,3.0,Male,61.0,,5.0,,Research Director
34,Travel_Frequently,1069,Life Sciences,1,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,No,Research & Development,2.0,1.0,256.0,4.0,Male,4.0,2.0,2.0,3.0,Manufacturing Director
51,Travel_Rarely,313,Medical,1,Single,13734,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,No,Research & Development,3.0,3.0,258.0,4.0,Female,98.0,,4.0,2.0,Healthcare Representative
52,Travel_Rarely,699,Life Sciences,1,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,No,Research & Development,1.0,4.0,259.0,3.0,Male,65.0,2.0,5.0,3.0,Manager
27,Travel_Rarely,894,Medical,1,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,No,Research & Development,9.0,3.0,260.0,4.0,Female,99.0,3.0,1.0,2.0,Research Scientist
35,Travel_Rarely,556,Life Sciences,1,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Yes,Research & ,23.0,2.0,261.0,,maLe,50.0,2.0,2.0,3.0,Manufacturing Director
43,Non-Travel,1344,Medical,1,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,No,Research & Development,7.0,3.0,262.0,4.0,Male,37.0,,1.0,4.0,Research Scientist
45,Non-Travel,1195,Medical,1,Married,16792,20462,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8,No,Research & ,2.0,2.0,264.0,1.0,Male,65.0,2.0,4.0,4.0,Manager
37,Travel_Rarely,290,Life Sciences,1,Married,3564,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7,No,Research & ,21.0,,267.0,2.0,Male,65.0,,1.0,1.0,Research Scientist
35,Travel_Frequently,138,Medical,1,Single,4425,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2,No,Research & Development,2.0,3.0,269.0,,Fem,37.0,3.0,2.0,2.0,Laboratory Technician
42,Non-Travel,926,Medical,1,Divorced,5265,16439,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2,No,Research & Development,21.0,2.0,270.0,3.0,,36.0,3.0,2.0,3.0,Manufacturing Director
38,Travel_Rarely,1261,Life Sciences,1,Married,6553,7259,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0,No,Research & Development,2.0,4.0,2.0,4.0,Male,88.0,3.0,,3.0,Manufacturing Director
38,Travel_Rarely,1084,Technical Degree,1,Married,6261,4185,3,Y,No,18,3,1,80,1,9,3,1,7,7,1,7,No,Research & ,29.0,,273.0,4.0,Male,54.0,3.0,2.0,4.0,Manufacturing Director
27,Travel_Frequently,472,Technical Degree,1,Married,4298,9679,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0,No,Research & Development,1.0,1.0,274.0,3.0,Male,60.0,,2.0,1.0,Manufacturing Director
49,Non-Travel,1002,Life Sciences,1,Divorced,6804,23793,1,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7,No,Research & Development,18.0,4.0,275.0,4.0,Male,92.0,3.0,2.0,4.0,Manufacturing Director
34,Travel_Frequently,878,Medical,1,Divorced,3815,5972,1,Y,Yes,17,3,4,80,1,5,4,4,5,3,2,0,No,Research & ,10.0,4.0,277.0,4.0,Male,43.0,3.0,1.0,,Research Scientist
40,Travel_Rarely,905,Medical,1,Married,2741,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7,No,Research & Development,19.0,2.0,281.0,3.0,Male,99.0,3.0,2.0,4.0,Laboratory Technician
38,Travel_Rarely,1180,Medical,1,Married,6673,11354,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0,Yes,Research & Development,29.0,1.0,2.0,2.0,Male,70.0,3.0,2.0,1.0,Healthcare Representative
29,Travel_Rarely,121,Marketing,1,Married,7639,24525,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9,Yes,Sales,27.0,3.0,283.0,2.0,Female,35.0,,3.0,4.0,Sales Executive
22,Travel_Rarely,1136,Life Sciences,1,Divorced,2328,12392,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2,No,Research & Development,5.0,3.0,,4.0,,6.0,4.0,1.0,2.0,Research Scientist
36,Travel_Frequently,635,Medical,1,Single,2153,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7,No,rEseArCh & DEVElOPment,18.0,1.0,286.0,,Female,,3.0,1.0,4.0,Laboratory Technician
40,Non-Travel,1151,Life Sciences,1,Married,4876,14242,9,Y,No,14,3,4,80,1,5,5,1,3,2,0,2,No,Research & Development,,5.0,,4.0,Male,63.0,2.0,,4.0,Healthcare Representative
46,Travel_Rarely,644,Medical,1,Divorced,9396,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3,No,Research & Development,,4.0,288.0,4.0,Male,97.0,3.0,3.0,1.0,Healthcare Representative
32,Travel_Rarely,1045,Medical,1,Married,10400,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8,Yes,Sales,4.0,4.0,291.0,4.0,Male,32.0,1.0,3.0,4.0,Sales Executive
30,Non-Travel,829,Life Sciences,1,Single,8474,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8,No,Research & Development,1.0,1.0,292.0,3.0,Male,88.0,2.0,,3.0,Manufacturing Director
27,Travel_Frequently,1242,Life Sciences,1,Single,9981,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7,No,Sales,20.0,3.0,293.0,4.0,Female,90.0,3.0,,3.0,Sales Executive
51,Travel_Rarely,1469,Life Sciences,1,Married,12490,15736,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7,No,Research & Development,8.0,4.0,296.0,2.0,Male,81.0,,3.0,2.0,Research Director
30,Travel_Rarely,1005,Technical Degree,1,Single,2657,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4,Yes,ReSeArCH & deVeLopmeNT,3.0,3.0,297.0,,Female,88.0,,,1.0,Research Scientist
41,Travel_Rarely,896,Life Sciences,1,Single,13591,14674,3,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0,No,Sales,6.0,3.0,298.0,4.0,Female,75.0,3.0,3.0,4.0,Manager
30,Travel_Frequently,334,Marketing,1,Single,6696,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1,Yes,Sales,,4.0,299.0,3.0,,52.0,2.0,2.0,1.0,Sales Executive
29,Travel_Rarely,992,Technical Degree,1,Single,2058,19757,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5,Yes,Research & Development,1.0,3.0,,3.0,Male,85.0,3.0,1.0,3.0,Research Scientist
45,Non-Travel,1052,Medical,1,Single,8865,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8,No,Sales,6.0,3.0,302.0,4.0,Female,57.0,2.0,3.0,4.0,Sales Executive
54,Travel_Rarely,1147,Marketing,1,Married,5940,17011,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5,No,Sales,3.0,3.0,303.0,4.0,Female,52.0,3.0,2.0,1.0,Sales Executive
36,Travel_Rarely,1396,Life Sciences,1,Single,5914,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7,No,Research & Development,5.0,2.0,304.0,4.0,Ma,62.0,3.0,2.0,2.0,Laboratory Technician
33,Travel_Rarely,147,Medical,1,Married,2622,13248,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1,No,Research & Development,4.0,4.0,305.0,3.0,Female,47.0,2.0,1.0,2.0,Research Scientist
37,Travel_Frequently,663,Other,1,Divorced,12185,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7,No,Research & Development,11.0,,306.0,2.0,Male,4.0,3.0,3.0,4.0,Research Director
38,Travel_Rarely,119,Life Sciences,1,Divorced,10609,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13,No,,3.0,3.0,307.0,1.0,,76.0,3.0,,3.0,Sales Executive
31,Non-Travel,979,Medical,1,Married,4345,4381,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4,No,Research & Development,1.0,4.0,308.0,3.0,,9.0,,2.0,3.0,Manufacturing Director
59,Travel_Rarely,142,Life Sciences,1,Married,2177,8456,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0,No,Research & Development,3.0,3.0,309.0,3.0,Male,70.0,2.0,1.0,4.0,Research Scientist
37,Travel_Frequently,319,Marketing,1,Divorced,2793,2539,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8,No,Sales,,4.0,311.0,1.0,Male,41.0,3.0,,4.0,Sales Representative
29,Travel_Frequently,1413,Medical,1,Married,7918,6599,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1,No,Sales,,1.0,312.0,2.0,Female,4.0,3.0,,,Sales Executive
35,Travel_Frequently,944,Marketing,1,Single,8789,9096,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8,No,Sales,1.0,3.0,314.0,3.0,Female,92.0,3.0,,3.0,Sales Executive
29,Travel_Rarely,896,Medical,1,Single,2389,14961,1,Y,Yes,13,3,3,80,0,4,3,2,4,3,0,1,Yes,,18.0,1.0,3.0,3.0,Male,86.0,,,4.0,Research Scientist
52,Travel_Rarely,1323,Life Sciences,1,Single,3212,3300,7,Y,No,15,3,2,80,0,6,3,2,2,2,2,2,No,Research & Development,2.0,3.0,316.0,3.0,Female,89.0,2.0,1.0,4.0,Laboratory Technician
42,Travel_Rarely,532,Technical Degree,1,Married,19232,4933,1,Y,No,11,3,4,80,0,22,3,3,22,17,11,15,No,Research & Development,4.0,2.0,319.0,3.0,Male,58.0,3.0,5.0,4.0,Manager
59,Travel_Rarely,818,Medical,1,Married,2267,25657,8,Y,No,17,3,4,80,0,7,2,2,2,2,2,2,No,Human Resources,6.0,2.0,321.0,2.0,Male,52.0,3.0,1.0,3.0,Human Resources
50,Travel_Rarely,854,Medical,1,Divorced,19517,24118,3,Y,No,11,3,3,80,1,32,3,2,7,0,0,6,No,Sales,1.0,4.0,323.0,4.0,Female,68.0,3.0,5.0,,Manager
33,Travel_Rarely,813,Medical,1,Married,2436,22149,5,Y,Yes,13,3,3,80,1,8,2,1,5,4,0,4,Yes,REseARch & DEVeLOpMEnT,14.0,3.0,325.0,3.0,Male,58.0,3.0,,4.0,Laboratory Technician
43,Travel_Rarely,1034,Marketing,1,Married,16064,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9,No,Sales,16.0,3.0,327.0,4.0,,80.0,3.0,4.0,4.0,Manager
33,Travel_Rarely,465,Life Sciences,1,Married,2707,21509,7,Y,No,20,4,1,80,0,13,3,4,9,7,1,7,Yes,rEsEARch & DevelopMENT,2.0,2.0,328.0,1.0,Female,39.0,3.0,1.0,,Laboratory Technician
52,Non-Travel,771,Life Sciences,1,Single,19068,21030,1,Y,Yes,18,3,4,80,0,33,2,4,33,7,15,12,No,Sales,2.0,4.0,,1.0,Male,79.0,2.0,5.0,3.0,Manager
32,Travel_Rarely,1401,Life Sciences,1,Married,3931,20990,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2,No,Sales,4.0,2.0,330.0,3.0,Fem,56.0,3.0,1.0,,Sales Representative
32,Travel_Rarely,515,Life Sciences,1,Single,3730,9571,0,Y,Yes,14,3,4,80,0,4,2,1,3,2,1,2,Yes,Research & Development,1.0,3.0,331.0,4.0,Male,62.0,2.0,1.0,3.0,Laboratory Technician
39,Travel_Rarely,1431,Medical,1,Divorced,2232,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2,No,reSEarcH & devElopmeNT,1.0,4.0,332.0,3.0,Female,96.0,3.0,1.0,3.0,Laboratory Technician
32,Non-Travel,976,Marketing,1,Married,4465,12069,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2,No,Sales,26.0,4.0,3.0,3.0,Male,100.0,3.0,,4.0,Sales Executive
41,Travel_Rarely,1411,Life Sciences,1,Divorced,3072,19877,2,Y,No,16,3,1,80,2,17,2,2,1,0,0,0,No,,19.0,2.0,334.0,3.0,Male,36.0,3.0,2.0,1.0,Research Scientist
40,Travel_Rarely,1300,Technical Degree,1,Divorced,3319,24447,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7,No,Research & Development,24.0,2.0,335.0,1.0,Male,62.0,3.0,2.0,4.0,Research Scientist
45,Travel_Rarely,252,Other,1,Married,19202,15970,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7,No,Research & Development,1.0,3.0,336.0,3.0,Male,70.0,,5.0,4.0,Manager
